,DATA_MONTH,USER_ID,SHOP_NAME
187107,202109,142083293,金杜鹃家纺官方店
224524,202109,1736100047, 锐影工厂直销店
375980,202106,27096670,Boutique HANA
150129,202107,2210522970208,尚物局
174227,202109,15026744,辰辰妈的女童店
377548,202106,3562483530,晨牧包装有限公司
159972,202108,612542252,淘客岛母婴旗舰店
189657,202109,2197199865, 牛哥游戏租号店
171232,202106,2206664208017,苏安可旗舰店
604493,202108,439023749, 可爱P海淘
94528,202107,92627210,广州瞬通国际快递
618572,202108,1747029480, 陈字号店铺
477741,202106,1752080534,远波照明直销店
169564,202106,2209441809131,藤壶岛旗舰店
236498,202109,2822704000,鸿锦国际物流
163938,202107,2209976794835,晴佳旗舰店
337264,202109,2495530155,乐读宝品牌直销店
367539,202106,2207850306896,我的广告材料店
278843,202109,2208322229225, 新纪元优品汇
450972,202106,2407389375,华新纸业 源头工厂
139652,202107,3082943222,潮流范家装
217159,202109,1136186569,环球集运 香港台湾美国日本加拿大等国际快递
171275,202106,3257215726,杨先生旗舰店
160998,202108,2458397892,白龙马旗舰店
629104,202108,465033443,Milk teaa
174056,202109,2400215379, 腾龙家居用品直销店
327158,202109,59789602,SANGHO桑厚 Pefvie珀儿飞 厂家直销店
161762,202107,1760970746,科盾办公用品旗舰店
498991,202108,351755626, 天俊电子网络销售部
603515,202108,357754934, 鹏耀印刷
514666,202108,600389119, meanswhile
141900,202107,600389119,meanswhile
19579,202107,390247324,Chic Simple office
196671,202109,354046877, 品牌家纺婚庆直销店
257486,202109,548507537, 精品包装实业
166534,202106,1652528654,ipason攀升官方旗舰店
166869,202107,2205618816622,大黄鲜森旗舰店
241156,202109,1948037535,沈阳爱家包装
296367,202109,450572664, 易兴泰科技
482917,202106,48106024,嫦娥雨鞋外贸雨靴雨靴批发厂家直销
237892,202109,612542252,淘客岛母婴旗舰店
280871,202109,57277868, 玉缘阁玉器直销
317619,202109,437646227, 品越胜
158083,202108,710919839,佩雷思旗舰店
461944,202106,4165882796,优选商城官方店
327531,202109,2211024047337, 三双生活馆
380289,202106,1747029480,陈字号店铺
170805,202106,2816081886,跨界家居旗舰店
477000,202106,1588880865,花花公子正品直销店铺
204115,202109,872479585, 佳力 吹风机直销店
257104,202109,1126809386, WEIENDN
172770,202109,2911854515, SD适度包装批发店
229929,202109,2206332253777,金钱豹散热器工厂直销店
163045,202107,2208118908697,恋蓝旗舰店
403960,202106,1136186569,环球集运 香港台湾美国日本加拿大等国际快递
469944,202106,21656210,车品家汽车用品
170202,202106,2257446957,慕莉娜旗舰店
183350,202109,776218341,马兰士官方旗舰店
400072,202106,2783582725,裕祥包装工厂
321812,202109,894763935, 伊缘品牌直销店
165890,202107,603740767,木木好玩旗舰店
298697,202109,2206754502939,小小零食官方店
305056,202109,2517754599, 工程直销店
221571,202109,382091093,ibaby旗舰店
295872,202109,4102478965,d[s191982299]
315155,202109,4057275107, 豆大哥的漂亮店
200516,202109,118144621, 玉术包装 厂家直销
615574,202108,396892221, 凯路德厂家直销
232987,202109,2882439087, 平安喜乐杂货铺
308517,202109,93688255,happy手游集合店
333695,202109,2200689677128,黑觅旗舰店
128235,202107,1948037535,沈阳爱家包装
474383,202106,1120218739,潮鞋品牌直销
218335,202109,2438126855, 耗材特价店
168842,202106,290221877,凡蝶旗舰店
184377,202109,3250283724, 语晨工厂百货联盟
123254,202107,3562483530,晨牧包装有限公司
332540,202109,277543621, 拓界车饰
571767,202108,742828749, 正德摩配小牛电动车配
330431,202109,18402782,阿卫铁皮石斛官方企业店
163963,202107,911757567,天士力大药房旗舰店
167239,202106,2206488586063,雪阁旗舰店
51542,202107,2208816979076,sswv原创
258041,202109,1686749434,福事多旗舰店
204846,202109,1683892589, 昆山八通快捷电子
215231,202109,806108942, 永进汽车用品
370999,202106,14378738,动动茶 动动茶
645736,202108,258298670, 苏泊尔正品直销电器
568247,202108,1017708392, 小凯QQ三国游戏币
281819,202109,702439089, 乐享美居
497177,202106,57919376,深圳花场直销 花卉盆
121948,202107,57919376,深圳花场直销 花卉盆
167974,202107,382091093,ibaby旗舰店
164213,202107,1689945214,拜欧大药房旗舰店
265252,202109,2337604617, 直销银饰界
111795,202107,4168636598,u[4168636598]
168791,202107,650904484,绿中缘家居旗舰店
218671,202109,681665557,思卡华车品旗舰店
265396,202109,808299918, d[s70035272]
625934,202108,112577921, 爱车饰直销店
161342,202107,1016568762,幸童祥旗舰店
48399,202107,3043566943,思麦林母婴特卖
261383,202109,2207391601872, 盛昌玻璃
211233,202109,628410285,小雨点宝宝鞋坊
155472,202108,2200805933721,王小卤旗舰店
380677,202106,2846760281,索美特官方店
377437,202106,1971260214,恒邦塑料袋专业定做
138986,202107,2778930508,适度包装SD成都分店
169868,202106,2207684718821,yoha车品旗舰店
132679,202107,2207014255381,兰兰红鞋
166365,202106,129704967,crd克徕帝官方旗舰店
610786,202108,22446961, 苍南县龙港镇锦焜塑胶
637772,202108,1948037535,沈阳爱家包装
172797,202106,1032427416,芊茗草旗舰店
171835,202106,2207519295368,斯尔教育旗舰店
172598,202106,877690560,多多家童装旗舰店
195265,202109,828285712, 厂家直销
359698,202106,285904654,海柯电子
166347,202106,1060709840,广东移动官方旗舰店
163951,202107,844210459,雪特朗旗舰店
381045,202106,2761610622,钻芯工厂直销店
212914,202109,36380494, 常青树厂家直销
271142,202109,1747029480, 陈字号店铺
556317,202108,93688255,happy手游集合店
452408,202106,93865177,浙江顺意机械
288631,202109,2653646471,志高生活电器官方企业店
432995,202106,112577921,爱车饰直销店
206040,202109,61235242,亿佰特官方店
176338,202109,613879066, 雨儿园元直销店
506319,202108,1760204908, Kailingya工厂直销店
170613,202106,2513384981,meiroo旗舰店
380149,202106,2223658379,冠虹电器直销
73268,202107,396892221,凯路德厂家直销
419699,202106,1110351735,超前塑业厂家直销
6109,202107,79576373,美佳工厂直销
181880,202109,56627464,羽帆家纺官方自营店
167541,202107,3361276761,露碧诗旗舰店
165751,202106,2103170754,多格旗舰店
93210,202107,74875448,点点货运中转站
589411,202108,872479585, 佳力 吹风机直销店
159995,202108,721536108,云睿家居旗舰店
345464,202106,74875448,点点货运中转站
600437,202108,14440881, 科成纸箱
364564,202106,2778930508,适度包装SD成都分店
172372,202106,721536108,云睿家居旗舰店
197152,202109,53508563, 志高电器直销店
508425,202108,3043566943,思麦林母婴特卖
250223,202109,198842548, 澳洲李医生化妆品直销
532330,202108,4242080412,好利巧车品电源店
166810,202106,2201512750670,桂十八旗舰店
238706,202109,2458397892,白龙马旗舰店
174010,202109,124557638,上海礼卡
232311,202109,2019548378, 骆驼韩克电器直销店
288389,202109,2602108904,闻宝车品官方企业店
156767,202108,2207254469695,金希莱旗舰店
4857,202107,1971260214,恒邦塑料袋专业定做
141626,202107,4233250069,厚运轮胎官方企业店
623397,202108,25331047, 五星3C数码配件店
185490,202109,2047340177, 深圳市金芯利科技
255624,202109,3379399087, 嘉晨纸巾直销店
153733,202107,84221961,尚品家园精品店
163785,202107,812046029,希诺旗舰店
182404,202109,67885507, 乐园汽车用品店
172339,202106,504649595,银意坊旗舰店
603854,202108,93073292, 星创电子厂家直销店
165956,202106,2172259341,瑞之缘旗舰店
156841,202108,3440693526,洁碧旗舰店
234229,202109,85532221, 嫣然の小铺 支持花呗
159102,202108,374632943,暴龙官方旗舰店
572591,202108,2730619949,适度包装有限公司
162793,202107,2458397892,白龙马旗舰店
45993,202107,2653646471,志高生活电器官方企业店
309897,202109,393117332, 上海金运包装材料
269012,202109,311056070, 亿达食品机械
334109,202109,107365122, 爆灯灯饰
172347,202106,603740767,木木好玩旗舰店
103014,202107,93688255,happy手游集合店
376748,202106,1822640650,广州汽车用品厂家直销
414434,202106,2653646471,志高生活电器官方企业店
379302,202106,519450552,洪运电子
222568,202109,4244635858, 哆啦A嘉小铺
231187,202109,3106752990, 胖子王的店
165460,202107,797010937,fanxishop凡茜旗舰店
653271,202108,57522493,宁东贸易直销商城
168996,202106,2206446978104,开时果旗舰店
168835,202106,2874645228,庄臣官方旗舰店
55264,202107,57522493,宁东贸易直销商城
597241,202108,1971755167, 达达海淘代购小铺
155532,202108,2236921217,第6感旗舰店
195438,202109,3078776405,福缘翔茶业官方企业店
233964,202109,869212881, 漂亮一点吧99
547994,202108,802747447,韩范儿原创快时尚品牌女包每周上新
201878,202109,74875448,点点货运中转站
160942,202108,498645567,婧茹旗舰店
16547,202107,1023377453,淘淘乐专业游戏点卡
642320,202108,711197896, 永发摩配 厂家直销
245594,202109,2522394695,浩然珠宝二号
221629,202109,828750028,金领冠官方旗舰店
52154,202107,1822640650,广州汽车用品厂家直销
346014,202106,600389119,meanswhile
372327,202106,3414240800,诸城市中骏包装有限公司
167940,202107,3626596873,ysl圣罗兰美妆官方旗舰店
574718,202108,75820814, 晶晶节能环保产品直销
648121,202108,668900628, 保定华北包装厂
475282,202106,139969914,哈维机车部件RUDYNESS
283351,202109,3405886196,金色回响服务旗舰店
345792,202106,24165975,MJEx国际快递集运中心
314025,202109,1825179412, 台北名品商城
161261,202108,2156356071,知客饰品旗舰店
190698,202109,325645655, u[325645655]
544760,202108,869212881, 漂亮一点吧99
365540,202106,368526939,排森舞鞋官方店
255305,202109,229653090,新茂旗舰店
192360,202109,2111111995, 陈海包装印业
171138,202106,2209976794835,晴佳旗舰店
205638,202109,190640807, 金属箱包厂家直销店
162696,202107,3614814724,泓承旗舰店
165915,202107,721536108,云睿家居旗舰店
366298,202106,865464386,鼎盛减震器工厂店
165396,202107,3037963981,螺霸王食品旗舰店
198619,202109,1941761179, 中国鞋都温州直销一厂
169878,202106,2207774742768,曲园车品旗舰店
305848,202109,115881960, 邦诺成人用品直营店
155585,202108,1689945214,拜欧大药房旗舰店
170046,202106,1707321021,jekojeko旗舰店
411287,202106,2257305358,花花公子男鞋中国直销
176334,202109,61092026,北美直销专柜
159859,202108,229653090,新茂旗舰店
329954,202109,2206488586063,雪阁旗舰店
360234,202106,3924510794,专业代付
548690,202108,4192155736,高端电器联保直销商城
168217,202107,3472852359,茜匀旗舰店
484866,202106,715735437,长虹净水器品牌直销店
41466,202107,43695309,喜爱生活家居商城
224144,202109,321541766,萤轩灯饰官方企业店
169193,202106,458401971,东海世家旗舰店
161165,202108,812046029,希诺旗舰店
159805,202108,504649595,银意坊旗舰店
165882,202107,504649595,银意坊旗舰店
213848,202109,3086827791,慈溪市腾轩通信设备有限公司
242405,202109,2208636877256,超会购 精品店
595308,202108,877832142, 翔宇直销店
586799,202108,4004581554,u[4004581554]
171586,202106,229653090,新茂旗舰店
159970,202108,603740767,木木好玩旗舰店
166954,202106,1992043995,电装旗舰店
205841,202109,1922899215, 微型电机直销
110605,202107,842914832,白马包装
94361,202107,1077933264,ANGEL全球代购
160616,202108,1686749434,福事多旗舰店
210881,202109,1963510460, BOB自然彩妆直销店
163966,202107,917148178,奥古狮登旗舰店
542583,202108,4145288865,Peskoe半球直销总店
290199,202109,25331047, 五星3C数码配件店
570384,202108,139969914, 哈维机车部件RUDYNESS
607283,202108,69878766, 电商基地A353A
166301,202107,2236921217,第6感旗舰店
411073,202106,4246938521,十全食美小店
470011,202106,81400955,星星之火箱包工厂直销
266197,202109,1806667422, 博源家居生活馆
319383,202109,2236921217,第6感旗舰店
110928,202107,81400955,星星之火箱包工厂直销
257846,202109,2156356071,知客饰品旗舰店
354120,202106,100607952,OUMETE欧美特电器直销
283081,202109,221170762, 云查防伪平台
497022,202108,163252645, 广惠众线材工厂直销店
599311,202108,1904502614, 顶尖美发用品直销店
21437,202107,706589463,环艺装饰
170033,202106,1686749434,福事多旗舰店
197168,202109,54985340, 鹏城之珠香港正品代购
161510,202108,2207742281316,福氏旗舰店
307546,202109,797010937,fanxishop凡茜旗舰店
278134,202109,119347200, 一米阳光晾衣架直销中
170463,202106,2074583718,bouteen步媞旗舰店
206022,202109,58588201,椰子工厂直销店
328943,202109,11037946,通扬河畔南通特产官方店
591848,202108,2206749910415, d[s509603328]
167600,202107,1909121883,史可威旗舰店
165784,202106,2209165446172,晶球之光旗舰店
268368,202109,49503921, 3M工业胶带直销店
295203,202109,142364785, 数字功放功率电感
419010,202106,1051421964,纯纯代付帮购
435352,202106,25957718,智索导航
281124,202109,75227603, 心连心鸽药厂家直销店
314138,202109,360512942,剑云春茶业官方店
176087,202109,545776710, 广药卫目天下直销店
335011,202109,42819477, 喷雾风扇厂家直销
190998,202109,58927811, 快乐包装
170682,202106,2156356071,知客饰品旗舰店
228116,202109,2630881323, 威盾安防对讲机
475205,202106,160521,甜园购物馆 票券14年
569027,202108,212548456, 七仔妈的台湾代购
237060,202109,2207868598642,风变旗舰店
166572,202106,1720075117,东奥旗舰店
167160,202107,1057559553,铂爵旅拍旗舰店
155731,202108,2366018477,fresmell福室美旗舰店
237516,202109,2209310308251, 精选优品日用
283976,202109,1929543840, 文件包袋工厂直销
321339,202109,835770828, 新宇杰风机
509707,202108,53508563, 志高电器直销店
637654,202108,452891680, 德运照明直销店
336160,202109,60799520, 学姿势海淘代付
304219,202109,37573902, Bymiumiuの人偶私房衣
13650,202107,49503921,3M工业胶带直销店
319466,202109,2870686427, 世纪花缘鲜花
170196,202106,2236921217,第6感旗舰店
162585,202107,2336768202,拼途服务旗舰店
163740,202107,681665557,思卡华车品旗舰店
297287,202109,64998266,沁园华南直销店
136302,202107,3502007438,英国跨境官营直销店
167812,202107,2085770286,happyway服务旗舰店
161339,202108,917148178,奥古狮登旗舰店
470110,202106,742828749,正德摩配小牛电动车配
537983,202108,100607952, OUMETE欧美特电器直销
160969,202108,681665557,思卡华车品旗舰店
595458,202108,2117295528, 广州包装袋直销批发
229532,202109,2739542963, 亿乐幕布直销店
258536,202109,18069661, 派扬音响直销店
160848,202108,1909121883,史可威旗舰店
158285,202108,797010937,fanxishop凡茜旗舰店
240611,202109,54468601, ipluso意索文具直营店
318024,202109,3817851599, 水杯 logo 订制
168438,202107,374632943,暴龙官方旗舰店
40406,202107,872479585,佳力 吹风机直销店
290592,202109,212548456, 七仔妈的台湾代购
173939,202106,2178665654,迪缦旗舰店
289805,202109,27409213, 宝丽精品直销店
136819,202107,2448930045,畅华塑业
144285,202107,1039227779,生活电器官方自营店
289396,202109,396045979, 百货工厂直销店1
187225,202109,902921074, 雨晨百货联盟
245073,202109,1727622883, 绣筠堂
24670,202107,49493584,信恒包装店
487443,202106,2530661150,小树包装商城
196898,202109,3640388217,郑亚南i手机数码店
235891,202109,1690440456,友臣旗舰店
258792,202109,1882316481, 创汇通讯数码
161513,202108,2207774742768,曲园车品旗舰店
505913,202108,4083967009,乐帮电器官方店
183387,202109,791615522, 日本斑马限定笔直营店
228764,202109,2200805933721,王小卤旗舰店
603602,202108,3924510794, 专业代付
166554,202106,1689945214,拜欧大药房旗舰店
635765,202108,60799520, 学姿势海淘代付
159517,202107,2200793280818,dralva旗舰店
121560,202107,2644730553,福多多贸易
417749,202106,2644730553,福多多贸易
598031,202108,2644730553,福多多贸易
20293,202107,2665444726,坤宁塑业
194953,202109,2949868569,Manccio曼乔官方店
603834,202108,17455497, 老虎鱼音频
298232,202109,2201437669453,宝露熟药所
182475,202109,1065681371, 语晨百货联盟
630232,202108,3696387494, A优选之家
217443,202109,2206505862726, 有你便是 福
329182,202109,123309988,洛纬斯启动电源官方店
637956,202108,842914832, 白马包装
272897,202109,2208666520140, wll精品金牌百货
496531,202108,49493584, 信恒包装店
647637,202108,2963158074,淘抢购车品官方店
350698,202106,11829501,安泰汽保
83798,202107,1120218739,潮鞋品牌直销
181291,202109,2201511327219,皇冠螺旗舰店
467920,202106,1029561245,一起游的小店
25011,202107,51524280,景趣园艺
303609,202109,2209264457432, 精选严品专业店
400316,202106,2636613933,张果老和他的毛驴
164553,202107,229653090,新茂旗舰店
145214,202107,833171572,d[s156784510]
272815,202109,897224283, 清源果直营店
157891,202108,458401971,东海世家旗舰店
422609,202106,57522493,宁东贸易直销商城
590276,202108,3458068532, 益度工厂直销店
222426,202109,2073987859, 不锈钢产品厂家直销
14853,202107,546281523,工厂直销防渗膜土工膜
199601,202109,2202825144761,程十安的店
162833,202107,2207774742768,曲园车品旗舰店
308527,202109,2205618816622,大黄鲜森旗舰店
270253,202109,366244963,窗之帘直销店
290266,202109,886365227, 徐超人的小店
506217,202108,4213942443,追梦优品店
160954,202108,641426481,唐丰旗舰店
287813,202109,184699365, 小丁电子科技
638729,202108,1971260214, 恒邦塑料袋专业定做
166432,202106,2406709375,榄菊家居旗舰店
153534,202107,212548456,七仔妈的台湾代购
464445,202106,99638355,水处理设备工厂直销店
168619,202107,458401971,东海世家旗舰店
329847,202109,693000142,六味斋旗舰店
166719,202107,2671267336,碧柔官方旗舰店
201377,202109,33224822, 小一数码
119928,202107,2587443269,奕龙包装
317908,202109,1095267662656, 台湾明纬开关电源假一
296960,202109,2703293110, 章承LSDYNA有限元动力
163961,202107,899283711,爽然旗舰店
229619,202109,854829366,北京奥盛公司直销店
639849,202108,2769964293, 温州好运包装工艺品厂
516375,202108,706589463, 环艺装饰
192528,202109,3849150957, 高悦直营店
604714,202108,2602108904,闻宝车品官方企业店
126292,202107,17455497,老虎鱼音频
194635,202109,721536108,云睿家居旗舰店
380235,202106,2769964293,温州好运包装工艺品厂
376991,202106,474769913,zjh直销之家
502148,202108,2200617770752,美美回力潮鞋店
303318,202109,2207646183504,卡尔文旗舰店
445970,202106,36752461,贝英卓母婴直销店
256192,202109,2207851579867,智迪恩旗舰店
578031,202108,2208322229225, 新纪元优品汇
194838,202109,762115606, 冰冰刺绣！~
176154,202109,13800540, 江苏大闸蟹四川直销店
161503,202108,2207684718821,yoha车品旗舰店
323296,202109,1643635329, 亿丰电子393
175286,202106,822800216,红蜻蜓童鞋旗舰店
242278,202109,1033214463, 汕头华达电子
199794,202109,1030082767, u[1030082767]
322171,202109,2202598128,zsuit装属旗舰店
56032,202107,99638355,水处理设备工厂直销店
158059,202108,2209441809131,藤壶岛旗舰店
260952,202109,2767414854, d[s148676387]
16493,202107,3924510794,专业代付
159043,202107,2113126226,可可瑞旗舰店
511388,202108,76481372,魅佳身姿护理直销店
319073,202109,1980159239, 重庆乘风弯梁车全车件
273030,202109,918604600, 优品暖贴厂家
155926,202108,2205618816622,大黄鲜森旗舰店
257707,202109,2769964293, 温州好运包装工艺品厂
173659,202106,2757349401,诺贝润旗舰店
466261,202106,2270055075,d[s130838695]
257258,202109,49493584, 信恒包装店
277175,202109,907685484, 武木云磁性材料厂
247777,202109,2972427606, 今世传承玉雕厂
501538,202108,887317050, 东盟缝纫机
28973,202107,887317050,东盟缝纫机
203728,202109,2200738610772,球汛五金电器
237206,202109,46131114, 弘宇泰电子直销店2
362938,202106,54685385,博士车友会
598686,202108,2649977561, 美雲一足2
480267,202106,2649977561,美雲一足2
203339,202109,75422654, KS点卡充值中心
12842,202107,817882028,酷玩游戏充值店
188299,202109,38300421,金名轩珠宝官方店
409920,202106,89933400,优尔玻璃修复专家
238861,202109,727599431,巫山巫味官方店
62172,202107,2576467074,富贵鸟品牌专柜正品直销
169899,202106,2207953725589,天猫优品直供
297173,202109,2745991439,投影仪厂家直销批发商城
354451,202106,2447213299,d[s127298318]
217215,202109,2201436498955,雾蕾精品百货
175284,202106,812046029,希诺旗舰店
163434,202107,3102383354,名膜壹号旗舰店
426656,202106,871737021,小小生活杂货馆
215099,202109,2249779636, 文案公社
310943,202109,74122872, 顺伟家居日用品批发
173877,202106,2943025980,guerlain娇兰官方旗舰店
563868,202108,42819477, 喷雾风扇厂家直销
275265,202109,49417687, Linno朗龙直销店(宝臣
75337,202107,2630881323,威盾安防对讲机
197258,202109,1971755167, 达达海淘代购小铺
170601,202106,2456640894,灰尘勿扰旗舰店
46324,202107,2769964293,温州好运包装工艺品厂
144834,202107,2200727929716,小麻雀礼品卡小店
559832,202108,843732743, 易通汽车电子
545415,202108,1077933264, ANGEL全球代购
635321,202108,546281523, 工厂直销防渗膜土工膜
499501,202108,698598873, 南风小铺OL轻复古女包
306645,202109,2366018477,fresmell福室美旗舰店
254260,202109,58406484, Axiu韩国直邮
281185,202109,2200527434489,德国派克洗衣机直销店
175300,202106,911757567,天士力大药房旗舰店
33876,202107,2878034057,苏一模塑
337431,202109,20224426, 香港图美拼图直销店
646846,202108,2871892130,沐艺官方认证企业店铺
292333,202109,3252142736, 美人坊化妆品批发店
171989,202106,2642200392,listerine李施德林旗舰店
329486,202109,2206929043898, 居家派
221676,202109,1893569877, 百纳川医护制衣厂
382789,202106,51524280,景趣园艺
92151,202107,68324886,吉米广告衫
184056,202109,2208620024500,农夫的新田园
208903,202109,2579921735, 深圳市博宏泰电子
118255,202107,60799520,学姿势海淘代付
322817,202109,138256901, 钢化膜工厂直销
187597,202109,3512576640,寻荟记旗舰店
571199,202108,2528407509,鑫航集运香港
293689,202109,3924510794, 专业代付
135718,202107,808299918,d[s70035272]
600413,202108,12255849, 佐派家居
275149,202109,2209228368409, 品选优质百货
179635,202109,159236231, 信淘数码特惠店
405009,202106,808299918,d[s70035272]
222605,202109,1028854727, 智能无线宽带路由器不
83930,202107,295320658,小威全球购
152901,202107,2528407509,鑫航集运香港
516221,202108,1120218739, 潮鞋品牌直销
169621,202106,896458115,优贝宜旗舰店
390033,202106,4149215455,电视同步直销店
158311,202108,896458115,优贝宜旗舰店
46841,202107,410136993,台州为农
381550,202106,2206433973309,u[2206433973309]
70516,202107,409600715,大昱儿日本直送
423609,202106,3082943222,潮流范家装
234781,202109,2204968601756,游拍网游专营店
325212,202109,37356467, 健康护理用品直销
30287,202107,43244757,卫宁官方工厂店
646610,202108,321371857, 清幽网店
231824,202109,1909121883,史可威旗舰店
74350,202107,2483435651,TBWYN ROOM分店
30288,202107,33584099,广州意德文化科技
498960,202108,33584099,广州意德文化科技
525497,202108,295320658, 小威全球购
166495,202107,2366018477,fresmell福室美旗舰店
199455,202109,28103292, 点点海淘Ebay Etsy代
244154,202109,46354216, 兔狼时尚女包
452020,202106,1023377453,淘淘乐专业游戏点卡
93334,202107,73385909,杭州大唐印刷网店
166427,202106,2336768202,拼途服务旗舰店
307468,202109,3614723799, 昊天迷彩服饰
406429,202106,2325628003,京都赛格数码
642536,202108,1023377453, 淘淘乐专业游戏点卡
304278,202109,153795062, 乐讯3C数码配件城
561048,202108,3849150957, 高悦直营店
363397,202106,295320658,小威全球购
496762,202106,1825179412,台北名品商城
268604,202109,61965347,cookshark库克鲨鱼官方总店
59026,202107,2602108904,闻宝车品官方企业店
302830,202109,879209678, 小月亮丫丫美妞童装工
168789,202107,603748905,品唐旗舰店
471827,202106,2398052170,唯美空间
622592,202108,123290822, 浙江屹立工贸厂家直销
438112,202106,749928898,照明电器
312430,202109,2200722534384, 嘉树烘焙装饰
385401,202106,2048440083,捷赛官方企业店
358589,202106,833171572,d[s156784510]
475060,202106,49493584,信恒包装店
302743,202109,665672025,仙醇茶叶旗舰店
341871,202106,810369657,EEEZZZ
222012,202109,2448739280, 鑫纳的厂家店
221101,202109,1077933264, ANGEL全球代购
327033,202109,2207774742768,曲园车品旗舰店
191358,202109,792257882, 深圳市承信电子
308127,202109,2719937198, 秀顺堂中医馆
274801,202109,16072211, 欧代淘手店
263276,202109,116223058, 香港大中华直销店
552309,202108,57919376, 深圳花场直销 花卉盆
355940,202106,2602108904,闻宝车品官方企业店
326663,202109,47217920, 美凤拼接地毯直销店
286535,202109,843732743, 易通汽车电子
301523,202109,419203166, 灵魂竞技
340143,202106,1077933264,ANGEL全球代购
382731,202106,90533240,大鱼宝宝男鞋店
512051,202108,1718877404, 五月改装店
46717,202107,1718877404,五月改装店
190217,202109,30899436, 一切如新的生活
127373,202107,762115606,冰冰刺绣！~
223150,202109,2200739362818, tb624396742的小店
638641,202108,2201501849490,回力男女鞋工厂直销店
411509,202106,46354216,兔狼时尚女包
21227,202107,46354216,兔狼时尚女包
317612,202109,43244757,卫宁官方工厂店
320162,202109,2530661150, 小树包装商城
132486,202107,15426232,随波日服充值
122677,202107,802747447,韩范儿原创快时尚品牌女包每周上新
164630,202107,2001220798,veet薇婷官方旗舰店
5159,202107,100607952,OUMETE欧美特电器直销
247477,202109,2208197976798, 穆松百货
632613,202108,2048440083,捷赛官方企业店
579551,202108,2630881323, 威盾安防对讲机
557775,202108,358987449, 昆明优网
299625,202109,2210027312704,TP爱尚生活馆
41085,202107,2048440083,捷赛官方企业店
247197,202109,1035536224,素能旗舰店
402737,202106,43244757,卫宁官方工厂店
32536,202107,2649977561,美雲一足2
420271,202106,37981758,WBO工厂直营店
603613,202108,73385909, 杭州大唐印刷网店
87902,202107,204865748,俊杰包材
253869,202109,2113126226,可可瑞旗舰店
158756,202108,2203738468138,cocoamelia旗舰店
552536,202108,2206455311127, 佰宏办公用品
158180,202108,2113126226,可可瑞旗舰店
91665,202107,37981758,WBO工厂直营店
212118,202109,2671267336,碧柔官方旗舰店
158723,202108,2201498506788,虾选旗舰店
525732,202108,2649566747, 新美保养
