DATA_MONTH	ITEM_ID	ITEM_NAME	BRAND_ID	BRAND_NAME	ITEM_PRICE	ITEM_SALES_VOLUME	ITEM_SALES_AMOUNT	CATE_NAME_LV1	CATE_NAME_LV2	CATE_NAME_LV3	CATE_NAME_LV4	CATE_NAME_LV5	ITEM_FAV_NUM	TOTAL_EVAL_NUM	ITEM_STOCK	ITEM_DELIVERY_PLACE	ITEM_PROD_PLACE	ITEM_PARAM	USER_ID	SHOP_NAME
202106	592545929546	集運便臺灣国际台湾专线快递神州集运便防疫卖拍一元系统专拍链接			1.0	27852	27852.0	其他	其他	邮费									2200835812637	集运便国际集运
202106	604678627691	【新疆直销到厂自提】乌鲁木齐正大554|生长育肥猪后期饲料-50kg			233.5	400	93400.0	其他	畜牧/养殖物资	饲料	全价料				997131.0		中国	产地: 中国；颜色分类: 红色；许可证号: 新饲证（2014）29002	3082479729	正大饲料总部店
202106	645833339789	钙镁硼叶面肥水溶肥料植物冲施肥钙镁肥锌钼硼肥花卉蔬菜果树农用			36.6	1504	55046.4	其他	农用物资	肥料	叶面肥							颜色分类: 1瓶；净含量: 500g；肥料成分: 其他；肥料登记证编号: 免予登记	153679369	旺农宝生物厂家店
202106	616643235298	背负式电动施肥器撒肥机多功能农用化肥机播种机全自动撒肥料神器			168.0	228	38304.0	其他	农机/农具/农膜	农业机械	施肥机械		368.0	657.0	40498960.0	江苏徐州		颜色分类:8A铅算电铜芯高速电机（25升）,8A锂电铜芯高速电机（25升）,10A锂电铜芯高速电机（25升）,12A锂电铜芯高速电机（25升）,14A锂电铜芯高速电机（25升）,16A锂电铜芯高速电机（25升）,20A锂电铜芯高速电机（25升）,裸机不包括电池和充电器（25升）,8A锂电铜芯高速电机（32升）,10A锂电铜芯高速电机（32升）,12A锂电铜芯高速电机（32升）,14A锂电铜芯高速电机（32升）,16A锂电铜芯高速电机（32升）,20A锂电铜芯高速电机（32升）,25A锂电铜芯高速电机（32升）,30A锂电铜芯高速电机（32升）,裸机不包括电池和充电器（32升）,加溜肥管请提前联系客服另加20元；适用行业:农业；肥料形态:颗粒；农机类型:施肥器	137835895	旺农电动施肥器
202106	600523163326	北欧极简ins风轻奢客厅落地灯简约现代创意金色卧室床头立式台灯	129229489.0	旭一	86.24	314	27079.36	其他	家装灯饰光源	灯具灯饰	落地灯		2038.0	161.0	2879.0	广东中山	中国大陆	品牌:旭一；型号:T11；功率:6W(含)-10W(含)；风格:后现代；产地:中国大陆；颜色分类:黑色-暖光5瓦,黑色-暖光12瓦,黑色-三色变光9瓦,黑色-三色变光12瓦,黑色-遥控调光12瓦,金色烤漆-暖光5瓦,金色烤漆-暖光12瓦,金色烤漆-三色变光9瓦,金色烤漆-三色变光12瓦,金色烤漆-遥控调光12瓦,金色电镀-暖光-5瓦,金色电镀-暖光12瓦,金色电镀-三色变光9瓦,金色电镀-三色变光12瓦,金色电镀-遥控调光12瓦,E款黑色-暖光5瓦,E款黑色-暖光12瓦,E款黑色-三色变光9瓦,E款黑色-三色变光12瓦,E款黑色-遥控调光12瓦,E款白色烤漆-暖光5瓦,E款白色烤漆-暖光12瓦,E款白色-三色变光12瓦,E款白色-遥控调光12瓦；灯具是否带光源:带光源；电压:111V~240V（含）；灯身主材质:铁；灯罩主材质:铁；光源个数:1个；工艺:喷漆磨砂；照射面积:3㎡-5㎡；灯罩辅材质:铁；质保年限:3年；灯身辅材质:铁；是否智能操控:否	3838314024	旭一灯饰
202106	636332566035	国之源小神吹太赫兹家用光波仪四代养生理疗仪量子细胞热疗仪官方		国之源	87.0	353	30711.0	其他	美容美体仪器	清洁美容工具	电子美容仪					浙江宁波		品牌: 国之源；型号: 太赫兹小神吹；功能: 微电波 温热；颜色分类: 四代2.0款一体机白色裸机 四代2.0款一体机白色礼盒装 白色一代小神吹 粉色一代小神吹 白色二代烤瓷版 粉色二代烤瓷版 白色二代烤瓷款 粉色二代烤瓷款 第三代红色 第三代绿色 第三代豪华盒子红色 第三代豪华盒子绿色 第三代三挡3代新款白色 第三代三挡3代新款红色 第三代红色豪华盒子装 第三代白色豪华盒子装；是否震动: 否；供电方式: 插头充电；适用场景: 家用；智能类型: 其他智能	2549002708	国之源小神吹工厂店
202106	613180032535	意大利极简皮带设计师样板房客厅loft挑高别墅楼梯间餐厅flos吊灯	29534.0	other/其他	580.0	95	55100.0	其他	家装灯饰光源	灯具灯饰	吊灯		1558.0	87.0	2309.0	广东中山	中国大陆	品牌:other/其他；型号:0306；功率:21W(含)-30W(含)；风格:后现代；产地:中国大陆；适用空间:客厅,餐厅,书房,卧室；颜色分类:仿皮深棕色,仿皮浅棕色,真皮橙色；灯具是否带光源:带光源；电压:100V-240V；灯身主材质:毛皮；灯罩主材质:玻璃；光源类型:LED；光源个数:1个；工艺:喷漆磨砂；照射面积:1㎡-3㎡；灯罩辅材质:玻璃；质保年限:3年；灯身辅材质:玻璃；智能类型:不支持智能；是否智能操控:否；灯具型状:鱼线型吊灯；配件数量:1个；灯头个数:1个；吊灯类型:玻璃吊灯	203893760	美灯廊灯饰
202106	581323872987	纸袋定制牛皮纸袋外卖打包手提袋服装店包装礼品袋子印刷logo定做	3609076666.0	清沐雅语	50.0	833	41650.0	其他	包装	礼品包装	礼品袋/塑料袋		2030.0	443.0	767953.0	浙江温州		品牌:清沐雅语；颜色分类:本色（100个）,黑色（100个）,藏青（100个）,红色（100个）,深绿（100个）,白色（100个）,粉色（100个）,淡紫（100个）,亮蓝（100个）,亮黄（100个）,亮绿（100个）,烘焙通用（100个）	3825740413	浙江卓玛科技有限公司
202106	628344530369	100米装工程灯带客厅led三色变色超亮户外装饰防水霓虹软灯条220v	131076186.0	帆朗	285.6	2868	819100.8	其他	家装灯饰光源	光源	LED光源	LED灯带	544.0	215.0	431797.0	广东中山		品牌:帆朗；型号:100米装；功率:11.52W/M；颜色分类:亏本促销80珠整卷100米限购一件,【标亮】88珠整卷100米,【升级】128珠整卷100米,【高亮】148珠整卷100米,【炫亮】168珠整卷100米,【旗舰】192珠整卷100米,【豪华】216珠整卷100米,【尊贵】310珠整卷100米,【超亮】360珠整卷100米；电压:220V；发光颜色:暖白,黄,白,蓝,绿,紫,红；计价单位:米；LED灯带规格:其它；质保年限:3年；是否智能操控:否	407800103	帆朗照明直销店
202106	632164260001	Armani 代购款式预定 定金下单 海外直邮拼邮 单品备注下单专拍			5808.0	7	40656.0	其他	其他	定金						意大利			2815384383	不凡尚品fashion
202106	633592121487	铁氟龙板耐高温PTFE板四氟板白色特氟龙板富黑色聚四氟乙烯板加工		深圳市希万旺塑胶实业有限公司	10.0	4077	40770.0	其他	橡塑材料及制品	绝缘材料	绝缘板				104976.0		中国大陆	型号: A66888；品牌: 深圳市希万旺塑胶实业有限公司；材质: ptfe；产地: 中国大陆；颜色分类: 铁氟龙板 白 100*100*10mm 铁氟龙板 白 100*100*8mm 铁氟龙板 白 100*100*5mm 铁氟龙板 白 100*100*15mm 铁氟龙板 白 100*100*20mm 铁氟龙板 白 1000*1000*1mm 铁氟龙板 白 1000*1000*2mm 铁氟龙板 白 1000*1000*3mm 铁氟龙棒 白 直径5*1000 铁氟龙棒 白 直径6*1000 铁氟龙棒 白 直径8*1000 铁氟龙棒 白 直径10*1000 铁氟龙棒 白 直径15*1000 铁氟龙棒 白 直径20*1000 铁氟龙棒 白 直径30*1000 铁氟龙棒 白 直径50*1000 尺寸任意切割咨询客服 cnc加工 雕刻机加工咨询客服 0.1-500厚度都有现货咨询客服 黑色尺寸咨询客服全部现货	1095951710	亨达塑胶厂
202106	645825681316	代做工程预算结算造价咨询土建消防装修市政广联达建模套定额组价			10.0	2894	28940.0	其他	商务/设计服务	设计服务	装饰工程	建筑及模型设计							871469740	美嘉工程造价咨询
202106	631002649771	1960s Vintage中古落地灯ins风设计师灯具怀旧复古百褶卧室网红灯		爱飞鸟	405.0	200	81000.0	其他	家装灯饰光源	灯具灯饰	落地灯				626.0		中国大陆	CCC证书编号: 2020171001003610；品牌: 爱飞鸟；型号: DV14022；功率: 11W(含)-15W(含)；风格: 北欧；产地: 中国大陆；适用空间: 客厅 餐厅 厨房 书房 卧室 卫生间 其他/other；颜色分类: 米黄色灯罩-落地灯 米白色灯罩-落地灯 咖啡色灯罩-落地灯 同系列台灯；灯具是否带光源: 不带光源；电压: 100V-240V；灯身主材质: 木；灯罩主材质: 布；光源类型: 白炽灯 节能灯 LED；光源个数: 1个；工艺: 热弯；照射面积: 5㎡-10㎡；控制类型: 非智能控制 其他；灯罩辅材质: 布；质保年限: 3年；灯身辅材质: 木；是否智能操控: 否	1618918333	飞鸟集灯饰
202106	631259402948	广州兴田种子 磊德辉 贝莱菠菜种子 抗病晚抽苔产量高叶片厚250克			45.0	1280	57600.0	其他	农用物资	种子/种苗	蔬菜种子				9925.0			播种季节: 冬季 夏季 春季 秋季；净含量: 250g；种子级别: 1级良种；品种纯度: 95；蔬菜种子品种: 菠菜	2419245753	小农家农资店
202106	643237689110	兰州正大510YC肉小鸡专用育雏配合饲料（40KG）		正大	198.0	3340	661320.0	其他	畜牧/养殖物资	饲料	全价料						中国	品牌: 正大；产地: 中国；净含量: 40KG；颜色分类: 紫色；许可证号: 甘饲证（2019）11004	3082479729	正大饲料总部店
202106	530610926691	北欧吸顶灯创意走廊过道灯玄关门厅阳台试衣间书房卧室灯铁艺灯具	1471150567.0	萤轩	9.4	4404	41397.6	其他	家装灯饰光源	灯具灯饰	吸顶灯		119632.0	16703.0	126509.0	广东中山	中国大陆	品牌:萤轩；型号:YX-MX056；功率:31W(含)-40W(含)；风格:北欧；产地:中国大陆；适用空间:客厅,餐厅,厨房,书房,卧室,卫生间,阳台,小卧,过道,小客厅；颜色分类:蓝色,深蓝色,湖蓝色,巧克力色,驼色,银色,透明,灰色,米白色,浅灰色,深灰色,黑色,玫红色,乳白色,白色,红色,藕色,西瓜红,酒红色,卡其色,姜黄色,明黄色,杏色,柠檬黄,桔色,浅黄色,荧光黄,金色,香槟色,黄色,军绿色,墨绿色,浅绿色,绿色,翠绿色,荧光绿,青色,浅紫色,紫红色,紫色,咖啡色,浅棕色,褐色,花色,天蓝色,孔雀蓝,宝蓝色,浅蓝色,紫罗兰,栗色,深紫色,深棕色,深卡其布色,粉红色,桔红色,藏青色,几何款黑色-配12瓦 首件优惠,三角款黑色-配12瓦 首件优惠,四方款黑色-配12瓦 首件优惠,圆形LED款黑色-配20瓦吸顶,三角LED款黑色-配20瓦吸顶,双线钻石款黑色-配12瓦吸顶,五角星款黑色-配12瓦吸顶,25CM黑框白罩-配12瓦吸顶,25CM黑框啡罩-配12瓦吸顶,25CM金框白罩-配12瓦吸顶,水晶20CM黑色-配9瓦吸顶,水晶20CM白色-配9瓦吸顶,水晶20CM金色-配9瓦吸顶,方形水晶款金色-配9瓦吸顶,圆形水晶款金色-配9瓦吸顶,方形水晶款黑色-配9瓦吸顶,圆形水晶款黑色-配9瓦吸顶,创意星星款金色-配12瓦吸顶,创意圆形款金色-配12瓦吸顶,创意星星款黑色-配12瓦吸顶,创意圆形款黑色-配12瓦吸顶,璀璨炫彩款金色-配12瓦吸顶,璀璨菱形款金色-配12瓦吸顶,斑马款黑色-配9瓦吸顶；灯具是否带光源:带光源；电压:111V~240V（含）；灯身主材质:铁；灯罩主材质:铁；光源类型:白炽灯,节能灯,LED；光源个数:1个；工艺:喷漆磨砂；照射面积:3㎡-5㎡；灯罩辅材质:铁；质保年限:5年；灯身辅材质:铁；智能类型:不支持智能；是否智能操控:否；吸顶灯类型:铁艺吸顶灯	321541766	萤轩灯饰官方企业店
202106	629501961351	24小时在线 100个 200 500 1000个			109.0	501	54609.0	其他	商务/设计服务	设计服务	平面广告设计					上海			2873393956	d[s156479117]
202106	566623539961	差价订单			1.0	49044	49044.0	其他	其他	邮费									14744854	v浩博科技v
202106	641417038750	1元补差价链接			1.0	57773	57773.0	其他	其他	其它								品牌: 3M；颜色分类: 浅黄色	2200588740105	河南省深航生物科技
202106	633902876566	【装机猿微星店】1元补差价专拍链接			1.0	106004	106004.0	其他	其他	其它									153999107	装机猿微星店
202106	644853645137	淘宝直播79			79.0	369	29151.0	其他	其他	邮费									827669867	雯菁宝贝的小店
202106	577770237253	平面设计广告宣传册画册折页排版产品手册封面图片展板易拉宝海报			200.0	15445	3089000.0	其他	商务/设计服务	设计服务	平面广告设计		12478.0	13379.0	9872490.0	北京		产品:产品1	4160302519	微美品牌设计
202106	634104754333	补差价专拍			13890.0	3	33890.0	其他	其他	其它								品牌: cj00	3195393030	皖林轩
202106	641317042872	补货中			8888.0	44	391072.0	其他	其他	邮费									2397404295	戴开心粉丝专享店
202106	647846780323	充1万送1000元新货 水晶矿物晶体摆件			10000.0	5	50000.0	其他	家装灯饰光源	灯具灯饰	工矿灯具								3285726509	小石代矿晶
202106	535001317472	商用电热煮面炉燃气麻辣烫炉馄饨水饺分煮炉煮冒菜煮酸辣粉烫菜炉	125064907.0	创宇	3380.0	23	77740.0	其他	清洗/食品/商业设备	商用炉灶	煮面机/煮面炉		1000.0	82.0	943.0	浙江温州		品牌:创宇；颜色分类:电热款（220/380V通用）,煤气罐款（低压阀）,煤气改天然气款	289246401	默洁厨具
202106	643817697138	长城尚博锂基脂石虎通用黄油01#2#3号润滑油机械挖机轴承高温黄油		GREAT WALL/长城	115.0	714	82110.0	其他	润滑/胶粘/试剂/实验室耗材	轴承润滑油脂								型号: 3号；品牌: GREAT WALL/长城；型号: 3号；颜色分类: 通用耐磨黄色3号 通用耐磨黄色2号 通用耐磨蓝色3号 通用耐磨蓝色2号 机械专用黄色3号 机械专用黄色2号 机械专用蓝色3号 机械专用蓝色2号 00号半流体黄油 二硫化钼黑色脂 合成高温脂 尚博3号 尚博2号 尚博1号 尚博0号 尚博00号 尚博000号 尚博二硫化钼 机械专用黄色3号自带吸盘 机械专用黄色2号自带吸盘 机械专用蓝色3号自带吸盘 机械专用蓝色2号自带吸盘	2932589774	石虎润滑油工厂店
202106	638171217630	【顺丰包邮40根装】脆皮热狗火山石烤肠纯肉黑椒原味玉米烤香肠		other/其他	169.0	1800	304200.0	其他	家装灯饰光源	灯具灯饰	小夜灯							品牌: other/其他；型号: 通用；颜色分类: 40根4斤黑椒【特惠发顺丰】 40根4斤原味【特惠发顺丰】 40根4斤玉米【特惠发顺丰】；电压: 100V-240V；控制类型: 其他；是否智能操控: 否	1848117217	麦酷吧
202106	639644341424	太阳能灯泡家用室内阳台超亮吊灯室外院子防水户外庭院照明工矿灯		绿硕	89.5	649	58085.5	其他	家装灯饰光源	灯具灯饰	景观庭院灯饰						中国大陆	品牌: 绿硕；型号: 太阳能工矿灯；功率: 5W及以下；风格: 简约现代；产地: 中国大陆；颜色分类: 超亮款 一灯三色 超亮款 一灯三色（一拖二） 高亮款 暖光（一拖二） 高亮款 白光（一拖二） 高亮款 暖光 高亮款 白光 带拉绳 高亮款 暖光 带拉绳-网格灯罩；灯具是否带光源: 带光源；电压: ≤36V(含)；灯身材质: 铁艺 镀锌铁；灯罩材质: 有机玻璃 聚合物 PC；光源类型: LED；工艺: 喷漆磨砂；照射面积: 30㎡；控制类型: 智能开关控制；质保年限: 10年；是否智能操控: 是；防护等级: IP65	799739137	[MyLight]麦灯潮品灯饰
202106	606968224886	闲鱼优品苹果iPhoneX国行xr官换xsmax未激活手机原装正品4G全网通		Apple/苹果	1995.0	163	325185.0	其他	闲鱼优品	手机					2317.0			CCC证书编号: 2018011606102550；网络类型: 3网通4G；品牌: Apple/苹果；尺寸: 143.6x70.9x7.7mm；颜色分类: X白色（5.8寸全屏） X黑色（5.8寸全屏） Max 黑色（6.5寸全屏) Max 白色（6.5寸全屏) Max 金色（6.5寸全屏) XR 白色(6.1寸全屏） XR 黑色(6.1寸全屏） XR 蓝色(6.1寸全屏） XR 珊瑚(6.1寸全屏） XR 红色(6.1寸全屏） XR 黄色(6.1寸全屏）；像素: 1000-1200万；机身内存ROM: 64GB 128GB 256GB；分类类别: 官翻官换；版本类型: 中国大陆；配置等级: 苹果xsmax国行双卡【6.5寸全屏 苹果X国行【5.8寸全屏3网4G】 苹果XR国行双卡【6.1寸全屏】；屏幕尺寸: 5.8寸；优品成色: 官换新机	3066313482	小强严选优品
202106	610520682711	北欧现代简约个性创意网红ins少女温馨浪漫餐厅主卧室灯羽毛吊灯	1538354056.0	光珲逸目	59.0	646	38114.0	其他	家装灯饰光源	灯具灯饰	吊灯		9668.0	5006.0	20041.0	广东中山	中国大陆	品牌:光珲逸目；型号:XDG-8015；功率:11W(含)-15W(含)；风格:北欧；产地:中国大陆；适用空间:客厅,餐厅,书房,卧室,其他/other；颜色分类:米白色,白色,乳白色,白色羽毛50CM三色光48瓦70%人购,白色羽毛30CM三色变光16瓦LED,白色羽毛40CM三色变光16瓦LED,白色羽毛60CM三色变光48瓦LED,白色羽毛70CM三色变光80瓦LED,白色羽毛80CM三色变光80瓦LED,花环白40三色带射灯遥控36W新款,花环白50三色带射灯遥控72W超亮,花环白羽毛60三色带射灯遥控96W,花环白羽毛70三色带射灯遥控96W,花环白羽毛80三色带射灯遥控96W,灰色羽毛30CM三色变光16瓦LED,灰色羽毛40CM三色变光16瓦LED,灰色羽毛50CM三色变光48瓦LED,灰色羽毛60CM三色变光48瓦LED,灰色羽毛70CM三色变光80瓦LED,灰色羽毛80CM三色变光80瓦LED,全屋套餐4- 白光,粉色羽毛30CM三色变光16瓦LED,粉色羽毛40CM三色变光16瓦LED,粉色羽毛50CM三色变光48瓦LED,粉色羽毛60CM三色变光48瓦LED,粉色羽毛70CM三色变光80瓦LED,粉色羽毛80CM三色变光80瓦LED；灯具是否带光源:带光源；同城服务:同城物流送货上门；电压:111V~240V（含）；灯身主材质:羽毛；灯罩主材质:毛皮；光源类型:白炽灯,节能灯,卤钨灯,LED；工艺:喷漆磨砂；照射面积:10㎡-15㎡；灯罩辅材质:铁；质保年限:3年；灯身辅材质:ABS+五金底盘；智能类型:不支持智能；是否智能操控:否；灯具型状:鱼线型吊灯；灯头个数:5个；吊灯类型:铁艺吊灯	266073056	萤火之光品牌工厂店
202106	589314883478	赤乐川牛羊瘤胃宝兽用繁殖母牛羊反刍促生长增肥剂专用饲料添加剂	757912834.0	赤乐川	25.0	1050	26250.0	其他	畜牧/养殖物资	饲料	饲料添加剂		1018.0	1111.0	94970.0	天津	中国	品牌:赤乐川；产地:中国；净含量:1kg；货号:A1106；适用对象:牛羊反刍动物类；饲料类型:添加剂；饲料生产许可证号:京饲预(2016)08097；饲料批准文号/登记证号:京饲预字(2017)456992；作用:改善过料、促反刍、促消化	3232086114	赤乐川牛羊饲料官方店
202106	624267724627	设计师创意长条彩色玻璃餐厅吊灯北欧简约现代餐桌吧台空间装饰灯	29534.0	other/其他	642.6	47	30202.2	其他	家装灯饰光源	灯具灯饰	吊灯		148.0	56.0	800.0	广东中山	中国大陆	品牌:other/其他；型号:016889；功率:6W(含)-10W(含)；风格:简约现代；产地:中国大陆；适用空间:餐厅,客厅,书房,卧室,其他/other；颜色分类:A款1200MM,B款1500MM,C款1010MM,D款1500MM,E款1200MM,F款 850MM,G款850MM；灯具是否带光源:带光源；同城服务:同城物流送货上门；电压:100V-240V；灯身主材质:有机玻璃；灯罩主材质:玻璃；光源个数:20个以上；工艺:镀铬；照射面积:5㎡-10㎡；灯罩辅材质:铁；质保年限:3年；灯身辅材质:玻璃；智能类型:不支持智能；是否智能操控:否；灯具型状:其他异型吊灯；配件数量:3个；灯头个数:1个；吊灯类型:玻璃吊灯	806463374	凯宴名灯 厂家店
